COUNTRY_CODE,SUBNATIONAL1_CODE,SUBNATIONAL2_CODE,SUBNATIONAL2_NAME
US,US-AR,US-AR-141,Van Buren
US,US-AR,US-AR-143,Washington
US,US-AR,US-AR-145,White
US,US-AR,US-AR-147,Woodruff
US,US-AR,US-AR-149,Yell
US,US-AZ,US-AZ-001,Apache
US,US-AZ,US-AZ-003,Cochise
US,US-AZ,US-AZ-005,Coconino
US,US-AZ,US-AZ-007,Gila
US,US-AZ,US-AZ-009,Graham
US,US-AZ,US-AZ-011,Greenlee
US,US-AZ,US-AZ-012,La Paz
US,US-AZ,US-AZ-013,Maricopa
US,US-AZ,US-AZ-015,Mohave
US,US-AZ,US-AZ-017,Navajo
US,US-AZ,US-AZ-019,Pima
US,US-AZ,US-AZ-021,Pinal
US,US-AZ,US-AZ-023,Santa Cruz
US,US-AZ,US-AZ-025,Yavapai
US,US-AZ,US-AZ-027,Yuma
US,US-CA,US-CA-001,Alameda
US,US-CA,US-CA-003,Alpine
US,US-CA,US-CA-005,Amador
US,US-CA,US-CA-007,Butte
US,US-CA,US-CA-009,Calaveras
US,US-CA,US-CA-011,Colusa
US,US-CA,US-CA-013,Contra Costa
US,US-CA,US-CA-015,Del Norte
US,US-CA,US-CA-017,El Dorado
US,US-CA,US-CA-019,Fresno
US,US-CA,US-CA-021,Glenn
US,US-CA,US-CA-023,Humboldt
US,US-CA,US-CA-025,Imperial
US,US-CA,US-CA-027,Inyo
US,US-CA,US-CA-029,Kern
US,US-CA,US-CA-031,Kings
US,US-CA,US-CA-033,Lake
US,US-CA,US-CA-035,Lassen
US,US-CA,US-CA-037,Los Angeles
US,US-CA,US-CA-039,Madera
US,US-CA,US-CA-041,Marin
US,US-CA,US-CA-043,Mariposa
US,US-CA,US-CA-045,Mendocino
US,US-CA,US-CA-047,Merced
US,US-CA,US-CA-049,Modoc
US,US-CA,US-CA-051,Mono
US,US-CA,US-CA-053,Monterey
US,US-CA,US-CA-055,Napa
US,US-CA,US-CA-057,Nevada
US,US-CA,US-CA-059,Orange
US,US-CA,US-CA-061,Placer
US,US-CA,US-CA-063,Plumas
US,US-CA,US-CA-065,Riverside
US,US-CA,US-CA-067,Sacramento
US,US-CA,US-CA-069,San Benito
US,US-CA,US-CA-071,San Bernardino
US,US-CA,US-CA-073,San Diego
US,US-CA,US-CA-075,San Francisco
US,US-CA,US-CA-077,San Joaquin
US,US-CA,US-CA-079,San Luis Obispo
US,US-CA,US-CA-081,San Mateo
US,US-CA,US-CA-083,Santa Barbara
US,US-CA,US-CA-085,Santa Clara
US,US-CA,US-CA-087,Santa Cruz
US,US-CA,US-CA-089,Shasta
US,US-CA,US-CA-091,Sierra
US,US-CA,US-CA-093,Siskiyou
US,US-CA,US-CA-095,Solano
US,US-CA,US-CA-097,Sonoma
US,US-CA,US-CA-099,Stanislaus
US,US-CA,US-CA-101,Sutter
US,US-CA,US-CA-103,Tehama
US,US-CA,US-CA-105,Trinity
US,US-CA,US-CA-107,Tulare
US,US-CA,US-CA-109,Tuolumne
US,US-CA,US-CA-111,Ventura
US,US-CA,US-CA-113,Yolo
US,US-CA,US-CA-115,Yuba
US,US-CO,US-CO-001,Adams
US,US-CO,US-CO-003,Alamosa
US,US-CO,US-CO-005,Arapahoe
US,US-CO,US-CO-007,Archuleta
US,US-CO,US-CO-009,Baca
US,US-CO,US-CO-011,Bent
US,US-CO,US-CO-013,Boulder
US,US-CO,US-CO-014,Broomfield
US,US-CO,US-CO-015,Chaffee
US,US-CO,US-CO-017,Cheyenne
US,US-CO,US-CO-019,Clear Creek
US,US-CO,US-CO-021,Conejos
US,US-CO,US-CO-023,Costilla
US,US-CO,US-CO-025,Crowley
US,US-CO,US-CO-027,Custer
US,US-CO,US-CO-029,Delta
US,US-CO,US-CO-031,Denver
US,US-CO,US-CO-033,Dolores
US,US-CO,US-CO-035,Douglas
US,US-CO,US-CO-037,Eagle
US,US-CO,US-CO-039,Elbert
US,US-CO,US-CO-041,El Paso
US,US-CO,US-CO-043,Fremont
US,US-CO,US-CO-045,Garfield
US,US-CO,US-CO-047,Gilpin
US,US-CO,US-CO-049,Grand
US,US-CO,US-CO-051,Gunnison
US,US-CO,US-CO-053,Hinsdale
US,US-CO,US-CO-055,Huerfano
US,US-CO,US-CO-057,Jackson
US,US-CO,US-CO-059,Jefferson
US,US-CO,US-CO-061,Kiowa
US,US-CO,US-CO-063,Kit Carson
US,US-CO,US-CO-065,Lake
US,US-CO,US-CO-067,La Plata
US,US-CO,US-CO-069,Larimer
US,US-CO,US-CO-071,Las Animas
US,US-CO,US-CO-073,Lincoln
US,US-CO,US-CO-075,Logan
US,US-CO,US-CO-077,Mesa
US,US-CO,US-CO-079,Mineral
US,US-CO,US-CO-081,Moffat
US,US-CO,US-CO-083,Montezuma
US,US-CO,US-CO-085,Montrose
US,US-CO,US-CO-087,Morgan
US,US-CO,US-CO-089,Otero
US,US-CO,US-CO-091,Ouray
US,US-CO,US-CO-093,Park
US,US-CO,US-CO-095,Phillips
US,US-CO,US-CO-097,Pitkin
US,US-CO,US-CO-099,Prowers
US,US-CO,US-CO-101,Pueblo
US,US-CO,US-CO-103,Rio Blanco
US,US-CO,US-CO-105,Rio Grande
US,US-CO,US-CO-107,Routt
US,US-CO,US-CO-109,Saguache
US,US-CO,US-CO-111,San Juan
US,US-CO,US-CO-113,San Miguel
US,US-CO,US-CO-115,Sedgwick
US,US-CO,US-CO-117,Summit
US,US-CO,US-CO-119,Teller
US,US-CO,US-CO-121,Washington
US,US-CO,US-CO-123,Weld
US,US-CO,US-CO-125,Yuma
US,US-CT,US-CT-001,Fairfield
US,US-CT,US-CT-003,Hartford
US,US-CT,US-CT-005,Litchfield
US,US-CT,US-CT-007,Middlesex
US,US-CT,US-CT-009,New Haven
US,US-CT,US-CT-011,New London
US,US-CT,US-CT-013,Tolland
US,US-CT,US-CT-015,Windham
US,US-DC,US-DC-001,District of Columbia
US,US-DE,US-DE-001,Kent
US,US-DE,US-DE-003,New Castle
US,US-DE,US-DE-005,Sussex
US,US-FL,US-FL-001,Alachua
US,US-FL,US-FL-003,Baker
US,US-FL,US-FL-005,Bay
US,US-FL,US-FL-007,Bradford
US,US-FL,US-FL-009,Brevard
US,US-FL,US-FL-011,Broward
US,US-FL,US-FL-013,Calhoun
US,US-FL,US-FL-015,Charlotte
US,US-FL,US-FL-017,Citrus
US,US-FL,US-FL-019,Clay
US,US-FL,US-FL-021,Collier
US,US-FL,US-FL-023,Columbia
US,US-FL,US-FL-027,DeSoto
US,US-FL,US-FL-029,Dixie
US,US-FL,US-FL-031,Duval
US,US-FL,US-FL-033,Escambia
US,US-FL,US-FL-035,Flagler
US,US-FL,US-FL-037,Franklin
US,US-FL,US-FL-039,Gadsden
US,US-FL,US-FL-041,Gilchrist
US,US-FL,US-FL-043,Glades
US,US-FL,US-FL-045,Gulf
US,US-FL,US-FL-047,Hamilton
US,US-FL,US-FL-049,Hardee
US,US-FL,US-FL-051,Hendry
US,US-FL,US-FL-053,Hernando
US,US-FL,US-FL-055,Highlands
US,US-FL,US-FL-057,Hillsborough
US,US-FL,US-FL-059,Holmes
US,US-FL,US-FL-061,Indian River
US,US-FL,US-FL-063,Jackson
US,US-FL,US-FL-065,Jefferson
US,US-FL,US-FL-067,Lafayette
US,US-FL,US-FL-069,Lake
US,US-FL,US-FL-071,Lee
US,US-FL,US-FL-073,Leon
US,US-FL,US-FL-075,Levy
US,US-FL,US-FL-077,Liberty
US,US-FL,US-FL-079,Madison
US,US-FL,US-FL-081,Manatee
US,US-FL,US-FL-083,Marion
US,US-FL,US-FL-085,Martin
US,US-FL,US-FL-086,Miami-Dade
US,US-FL,US-FL-087,Monroe
US,US-FL,US-FL-089,Nassau
US,US-FL,US-FL-091,Okaloosa
US,US-FL,US-FL-093,Okeechobee
US,US-FL,US-FL-095,Orange
US,US-FL,US-FL-097,Osceola
US,US-FL,US-FL-099,Palm Beach
US,US-FL,US-FL-101,Pasco
US,US-FL,US-FL-103,Pinellas
US,US-FL,US-FL-105,Polk
US,US-FL,US-FL-107,Putnam
US,US-FL,US-FL-109,St. Johns
US,US-FL,US-FL-111,St. Lucie
US,US-FL,US-FL-113,Santa Rosa
US,US-FL,US-FL-115,Sarasota
US,US-FL,US-FL-117,Seminole
US,US-FL,US-FL-119,Sumter
US,US-FL,US-FL-121,Suwannee
US,US-FL,US-FL-123,Taylor
US,US-FL,US-FL-125,Union
US,US-FL,US-FL-127,Volusia
US,US-FL,US-FL-129,Wakulla
US,US-FL,US-FL-131,Walton
US,US-FL,US-FL-133,Washington
US,US-GA,US-GA-001,Appling
US,US-GA,US-GA-003,Atkinson
US,US-GA,US-GA-005,Bacon
US,US-GA,US-GA-007,Baker
US,US-GA,US-GA-009,Baldwin
US,US-GA,US-GA-011,Banks
US,US-GA,US-GA-013,Barrow
US,US-GA,US-GA-015,Bartow
US,US-GA,US-GA-017,Ben Hill
US,US-GA,US-GA-019,Berrien
US,US-GA,US-GA-021,Bibb
US,US-GA,US-GA-023,Bleckley
US,US-GA,US-GA-025,Brantley
US,US-GA,US-GA-027,Brooks
US,US-GA,US-GA-029,Bryan
US,US-GA,US-GA-031,Bulloch
US,US-GA,US-GA-033,Burke
US,US-GA,US-GA-035,Butts
US,US-GA,US-GA-037,Calhoun
US,US-GA,US-GA-039,Camden
US,US-GA,US-GA-043,Candler
US,US-GA,US-GA-045,Carroll
US,US-GA,US-GA-047,Catoosa
US,US-GA,US-GA-049,Charlton
US,US-GA,US-GA-051,Chatham
US,US-GA,US-GA-053,Chattahoochee
US,US-GA,US-GA-055,Chattooga
US,US-GA,US-GA-057,Cherokee
US,US-GA,US-GA-059,Clarke
US,US-GA,US-GA-061,Clay
US,US-GA,US-GA-063,Clayton
US,US-GA,US-GA-065,Clinch
US,US-GA,US-GA-067,Cobb
US,US-GA,US-GA-069,Coffee
US,US-GA,US-GA-071,Colquitt
US,US-GA,US-GA-073,Columbia
US,US-GA,US-GA-075,Cook
US,US-GA,US-GA-077,Coweta
US,US-GA,US-GA-079,Crawford
US,US-GA,US-GA-081,Crisp
US,US-GA,US-GA-083,Dade
US,US-GA,US-GA-085,Dawson
US,US-GA,US-GA-087,Decatur
US,US-GA,US-GA-089,DeKalb
US,US-GA,US-GA-091,Dodge
US,US-GA,US-GA-093,Dooly
US,US-GA,US-GA-095,Dougherty
US,US-GA,US-GA-097,Douglas
US,US-GA,US-GA-099,Early
US,US-GA,US-GA-101,Echols
US,US-GA,US-GA-103,Effingham
US,US-GA,US-GA-105,Elbert
US,US-GA,US-GA-107,Emanuel
US,US-GA,US-GA-109,Evans
US,US-GA,US-GA-111,Fannin
US,US-GA,US-GA-113,Fayette
US,US-GA,US-GA-115,Floyd
US,US-GA,US-GA-117,Forsyth
US,US-GA,US-GA-119,Franklin
US,US-GA,US-GA-121,Fulton
US,US-GA,US-GA-123,Gilmer
US,US-GA,US-GA-125,Glascock
US,US-GA,US-GA-127,Glynn
US,US-GA,US-GA-129,Gordon
US,US-GA,US-GA-131,Grady
US,US-GA,US-GA-133,Greene
US,US-GA,US-GA-135,Gwinnett
US,US-GA,US-GA-137,Habersham
US,US-GA,US-GA-139,Hall
US,US-GA,US-GA-141,Hancock
US,US-GA,US-GA-143,Haralson
US,US-GA,US-GA-145,Harris
US,US-GA,US-GA-147,Hart
US,US-GA,US-GA-149,Heard
US,US-GA,US-GA-151,Henry
US,US-GA,US-GA-153,Houston
US,US-GA,US-GA-155,Irwin
US,US-GA,US-GA-157,Jackson
US,US-GA,US-GA-159,Jasper
US,US-GA,US-GA-161,Jeff Davis
US,US-GA,US-GA-163,Jefferson
US,US-GA,US-GA-165,Jenkins
US,US-GA,US-GA-167,Johnson
US,US-GA,US-GA-169,Jones
US,US-GA,US-GA-171,Lamar
US,US-GA,US-GA-173,Lanier
US,US-GA,US-GA-175,Laurens
US,US-GA,US-GA-177,Lee
US,US-GA,US-GA-179,Liberty
US,US-GA,US-GA-181,Lincoln
US,US-GA,US-GA-183,Long
US,US-GA,US-GA-185,Lowndes
US,US-GA,US-GA-187,Lumpkin
US,US-GA,US-GA-189,McDuffie
US,US-GA,US-GA-191,McIntosh
US,US-GA,US-GA-193,Macon
US,US-GA,US-GA-195,Madison
US,US-GA,US-GA-197,Marion
US,US-GA,US-GA-199,Meriwether
US,US-GA,US-GA-201,Miller
US,US-GA,US-GA-205,Mitchell
US,US-GA,US-GA-207,Monroe
US,US-GA,US-GA-209,Montgomery
US,US-GA,US-GA-211,Morgan
US,US-GA,US-GA-213,Murray
US,US-GA,US-GA-215,Muscogee
US,US-GA,US-GA-217,Newton
US,US-GA,US-GA-219,Oconee
US,US-GA,US-GA-221,Oglethorpe
US,US-GA,US-GA-223,Paulding
US,US-GA,US-GA-225,Peach
US,US-GA,US-GA-227,Pickens
US,US-GA,US-GA-229,Pierce
US,US-GA,US-GA-231,Pike
US,US-GA,US-GA-233,Polk
US,US-GA,US-GA-235,Pulaski
US,US-GA,US-GA-237,Putnam
US,US-GA,US-GA-239,Quitman
US,US-GA,US-GA-241,Rabun
US,US-GA,US-GA-243,Randolph
US,US-GA,US-GA-245,Richmond
US,US-GA,US-GA-247,Rockdale
US,US-GA,US-GA-249,Schley
US,US-GA,US-GA-251,Screven
US,US-GA,US-GA-253,Seminole
US,US-GA,US-GA-255,Spalding
US,US-GA,US-GA-257,Stephens
US,US-GA,US-GA-259,Stewart
US,US-GA,US-GA-261,Sumter
US,US-GA,US-GA-263,Talbot
US,US-GA,US-GA-265,Taliaferro
US,US-GA,US-GA-267,Tattnall
US,US-GA,US-GA-269,Taylor
US,US-GA,US-GA-271,Telfair
US,US-GA,US-GA-273,Terrell
US,US-GA,US-GA-275,Thomas
US,US-GA,US-GA-277,Tift
US,US-GA,US-GA-279,Toombs
US,US-GA,US-GA-281,Towns
US,US-GA,US-GA-283,Treutlen
US,US-GA,US-GA-285,Troup
US,US-GA,US-GA-287,Turner
US,US-GA,US-GA-289,Twiggs
US,US-GA,US-GA-291,Union
US,US-GA,US-GA-293,Upson
US,US-GA,US-GA-295,Walker
US,US-GA,US-GA-297,Walton
US,US-GA,US-GA-299,Ware
US,US-GA,US-GA-301,Warren
US,US-GA,US-GA-303,Washington
US,US-GA,US-GA-305,Wayne
US,US-GA,US-GA-307,Webster
US,US-GA,US-GA-309,Wheeler
US,US-GA,US-GA-311,White
US,US-GA,US-GA-313,Whitfield
US,US-GA,US-GA-315,Wilcox
US,US-GA,US-GA-317,Wilkes
US,US-GA,US-GA-319,Wilkinson
US,US-GA,US-GA-321,Worth
US,US-HI,US-HI-001,Hawaii
US,US-HI,US-HI-003,Honolulu
US,US-HI,US-HI-005,Kalawao
US,US-HI,US-HI-007,Kauai
US,US-HI,US-HI-009,Maui
US,US-IA,US-IA-001,Adair
US,US-IA,US-IA-003,Adams
US,US-IA,US-IA-005,Allamakee
US,US-IA,US-IA-007,Appanoose
US,US-IA,US-IA-009,Audubon
US,US-IA,US-IA-011,Benton
US,US-IA,US-IA-013,Black Hawk
US,US-IA,US-IA-015,Boone
US,US-IA,US-IA-017,Bremer
US,US-IA,US-IA-019,Buchanan
US,US-IA,US-IA-021,Buena Vista
US,US-IA,US-IA-023,Butler
US,US-IA,US-IA-025,Calhoun
US,US-IA,US-IA-027,Carroll
US,US-IA,US-IA-029,Cass
US,US-IA,US-IA-031,Cedar
US,US-IA,US-IA-033,Cerro Gordo
US,US-IA,US-IA-035,Cherokee
US,US-IA,US-IA-037,Chickasaw
US,US-IA,US-IA-039,Clarke
US,US-IA,US-IA-041,Clay
US,US-IA,US-IA-043,Clayton
US,US-IA,US-IA-045,Clinton
US,US-IA,US-IA-047,Crawford
US,US-IA,US-IA-049,Dallas
US,US-IA,US-IA-051,Davis
US,US-IA,US-IA-053,Decatur
US,US-IA,US-IA-055,Delaware
US,US-IA,US-IA-057,Des Moines
US,US-IA,US-IA-059,Dickinson
US,US-IA,US-IA-061,Dubuque
US,US-IA,US-IA-063,Emmet
US,US-IA,US-IA-065,Fayette
US,US-IA,US-IA-067,Floyd
US,US-IA,US-IA-069,Franklin
US,US-IA,US-IA-071,Fremont
US,US-IA,US-IA-073,Greene
US,US-IA,US-IA-075,Grundy
US,US-IA,US-IA-077,Guthrie
US,US-IA,US-IA-079,Hamilton
US,US-IA,US-IA-081,Hancock
US,US-IA,US-IA-083,Hardin
US,US-IA,US-IA-085,Harrison
US,US-IA,US-IA-087,Henry
US,US-IA,US-IA-089,Howard
US,US-IA,US-IA-091,Humboldt
US,US-IA,US-IA-093,Ida
US,US-IA,US-IA-095,Iowa
US,US-IA,US-IA-097,Jackson
US,US-IA,US-IA-099,Jasper
US,US-IA,US-IA-101,Jefferson
US,US-IA,US-IA-103,Johnson
US,US-IA,US-IA-105,Jones
US,US-IA,US-IA-107,Keokuk
US,US-IA,US-IA-109,Kossuth
US,US-IA,US-IA-111,Lee
US,US-IA,US-IA-113,Linn
US,US-IA,US-IA-115,Louisa
US,US-IA,US-IA-117,Lucas
US,US-IA,US-IA-119,Lyon
US,US-IA,US-IA-121,Madison
US,US-IA,US-IA-123,Mahaska
US,US-IA,US-IA-125,Marion
US,US-IA,US-IA-127,Marshall
US,US-IA,US-IA-129,Mills
US,US-IA,US-IA-131,Mitchell
US,US-IA,US-IA-133,Monona
US,US-IA,US-IA-135,Monroe
US,US-IA,US-IA-137,Montgomery
US,US-IA,US-IA-139,Muscatine
US,US-IA,US-IA-141,O'Brien
US,US-IA,US-IA-143,Osceola
US,US-IA,US-IA-145,Page
US,US-IA,US-IA-147,Palo Alto
US,US-IA,US-IA-149,Plymouth
US,US-IA,US-IA-151,Pocahontas
US,US-IA,US-IA-153,Polk
US,US-IA,US-IA-155,Pottawattamie
US,US-IA,US-IA-157,Poweshiek
US,US-IA,US-IA-159,Ringgold
US,US-IA,US-IA-161,Sac
US,US-IA,US-IA-163,Scott
US,US-IA,US-IA-165,Shelby
US,US-IA,US-IA-167,Sioux
US,US-IA,US-IA-169,Story
US,US-IA,US-IA-171,Tama
US,US-IA,US-IA-173,Taylor
US,US-IA,US-IA-175,Union
US,US-IA,US-IA-177,Van Buren
US,US-IA,US-IA-179,Wapello
US,US-IA,US-IA-181,Warren
US,US-IA,US-IA-183,Washington
US,US-IA,US-IA-185,Wayne
US,US-IA,US-IA-187,Webster
US,US-IA,US-IA-189,Winnebago
US,US-IA,US-IA-191,Winneshiek
US,US-IA,US-IA-193,Woodbury
US,US-IA,US-IA-195,Worth
US,US-IA,US-IA-197,Wright
US,US-ID,US-ID-001,Ada
US,US-ID,US-ID-003,Adams
US,US-ID,US-ID-005,Bannock
US,US-ID,US-ID-007,Bear Lake
US,US-ID,US-ID-009,Benewah
US,US-ID,US-ID-011,Bingham
US,US-ID,US-ID-013,Blaine
US,US-ID,US-ID-015,Boise
US,US-ID,US-ID-017,Bonner
US,US-ID,US-ID-019,Bonneville
US,US-ID,US-ID-021,Boundary
US,US-ID,US-ID-023,Butte
US,US-ID,US-ID-025,Camas
US,US-ID,US-ID-027,Canyon
US,US-ID,US-ID-029,Caribou
US,US-ID,US-ID-031,Cassia
US,US-ID,US-ID-033,Clark
US,US-ID,US-ID-035,Clearwater
US,US-ID,US-ID-037,Custer
US,US-ID,US-ID-039,Elmore
US,US-ID,US-ID-041,Franklin
US,US-ID,US-ID-043,Fremont
US,US-ID,US-ID-045,Gem
US,US-ID,US-ID-047,Gooding
US,US-ID,US-ID-049,Idaho
US,US-ID,US-ID-051,Jefferson
US,US-ID,US-ID-053,Jerome
US,US-ID,US-ID-055,Kootenai
US,US-ID,US-ID-057,Latah
US,US-ID,US-ID-059,Lemhi
US,US-ID,US-ID-061,Lewis
US,US-ID,US-ID-063,Lincoln
US,US-ID,US-ID-065,Madison
US,US-ID,US-ID-067,Minidoka
US,US-ID,US-ID-069,Nez Perce
US,US-ID,US-ID-071,Oneida
US,US-ID,US-ID-073,Owyhee
US,US-ID,US-ID-075,Payette
US,US-ID,US-ID-077,Power
US,US-ID,US-ID-079,Shoshone
US,US-ID,US-ID-081,Teton
US,US-ID,US-ID-083,Twin Falls
US,US-ID,US-ID-085,Valley
US,US-ID,US-ID-087,Washington
US,US-IL,US-IL-001,Adams
US,US-IL,US-IL-003,Alexander
US,US-IL,US-IL-005,Bond
US,US-IL,US-IL-007,Boone
US,US-IL,US-IL-009,Brown
US,US-IL,US-IL-011,Bureau
US,US-IL,US-IL-013,Calhoun
US,US-IL,US-IL-015,Carroll
US,US-IL,US-IL-017,Cass
US,US-IL,US-IL-019,Champaign
US,US-IL,US-IL-021,Christian
US,US-IL,US-IL-023,Clark
US,US-IL,US-IL-025,Clay
US,US-IL,US-IL-027,Clinton
US,US-IL,US-IL-029,Coles
US,US-IL,US-IL-031,Cook
US,US-IL,US-IL-033,Crawford
US,US-IL,US-IL-035,Cumberland
US,US-IL,US-IL-037,DeKalb
US,US-IL,US-IL-039,De Witt
US,US-IL,US-IL-041,Douglas
US,US-IL,US-IL-043,DuPage
US,US-IL,US-IL-045,Edgar
US,US-IL,US-IL-047,Edwards
US,US-IL,US-IL-049,Effingham
US,US-IL,US-IL-051,Fayette
US,US-IL,US-IL-053,Ford
US,US-IL,US-IL-055,Franklin
US,US-IL,US-IL-057,Fulton
US,US-IL,US-IL-059,Gallatin
US,US-IL,US-IL-061,Greene
US,US-IL,US-IL-063,Grundy
US,US-IL,US-IL-065,Hamilton
US,US-IL,US-IL-067,Hancock
US,US-IL,US-IL-069,Hardin
US,US-IL,US-IL-071,Henderson
US,US-IL,US-IL-073,Henry
US,US-IL,US-IL-075,Iroquois
US,US-IL,US-IL-077,Jackson
US,US-IL,US-IL-079,Jasper
US,US-IL,US-IL-081,Jefferson
US,US-IL,US-IL-083,Jersey
US,US-IL,US-IL-085,Jo Daviess
US,US-IL,US-IL-087,Johnson
US,US-IL,US-IL-089,Kane
US,US-IL,US-IL-091,Kankakee
US,US-IL,US-IL-093,Kendall
US,US-IL,US-IL-095,Knox
US,US-IL,US-IL-097,Lake
US,US-IL,US-IL-099,La Salle
US,US-IL,US-IL-101,Lawrence
US,US-IL,US-IL-103,Lee
US,US-IL,US-IL-105,Livingston
US,US-IL,US-IL-107,Logan
US,US-IL,US-IL-109,McDonough
US,US-IL,US-IL-111,McHenry
US,US-IL,US-IL-113,McLean
US,US-IL,US-IL-115,Macon
US,US-IL,US-IL-117,Macoupin
US,US-IL,US-IL-119,Madison
US,US-IL,US-IL-121,Marion
US,US-IL,US-IL-123,Marshall
US,US-IL,US-IL-125,Mason
US,US-IL,US-IL-127,Massac
US,US-IL,US-IL-129,Menard
US,US-IL,US-IL-131,Mercer
US,US-IL,US-IL-133,Monroe
US,US-IL,US-IL-135,Montgomery
US,US-IL,US-IL-137,Morgan
US,US-IL,US-IL-139,Moultrie
US,US-IL,US-IL-141,Ogle
US,US-IL,US-IL-143,Peoria
US,US-IL,US-IL-145,Perry
US,US-IL,US-IL-147,Piatt
US,US-IL,US-IL-149,Pike
US,US-IL,US-IL-151,Pope
US,US-IL,US-IL-153,Pulaski
US,US-IL,US-IL-155,Putnam
US,US-IL,US-IL-157,Randolph
US,US-IL,US-IL-159,Richland
US,US-IL,US-IL-161,Rock Island
US,US-IL,US-IL-163,St. Clair
US,US-IL,US-IL-165,Saline
US,US-IL,US-IL-167,Sangamon
US,US-IL,US-IL-169,Schuyler
US,US-IL,US-IL-171,Scott
US,US-IL,US-IL-173,Shelby
US,US-IL,US-IL-175,Stark
US,US-IL,US-IL-177,Stephenson
US,US-IL,US-IL-179,Tazewell
US,US-IL,US-IL-181,Union
US,US-IL,US-IL-183,Vermilion
US,US-IL,US-IL-185,Wabash
US,US-IL,US-IL-187,Warren
US,US-IL,US-IL-189,Washington
US,US-IL,US-IL-191,Wayne
US,US-IL,US-IL-193,White
US,US-IL,US-IL-195,Whiteside
US,US-IL,US-IL-197,Will
US,US-IL,US-IL-199,Williamson
US,US-IL,US-IL-201,Winnebago
US,US-IL,US-IL-203,Woodford
US,US-IN,US-IN-001,Adams
US,US-IN,US-IN-003,Allen
US,US-IN,US-IN-005,Bartholomew
US,US-IN,US-IN-007,Benton
US,US-IN,US-IN-009,Blackford
US,US-IN,US-IN-011,Boone
US,US-IN,US-IN-013,Brown
US,US-IN,US-IN-015,Carroll
US,US-IN,US-IN-017,Cass
US,US-IN,US-IN-019,Clark
US,US-IN,US-IN-021,Clay
US,US-IN,US-IN-023,Clinton
US,US-IN,US-IN-025,Crawford
US,US-IN,US-IN-027,Daviess
US,US-IN,US-IN-029,Dearborn
US,US-IN,US-IN-031,Decatur
US,US-IN,US-IN-033,DeKalb
US,US-IN,US-IN-035,Delaware
US,US-IN,US-IN-037,Dubois
US,US-IN,US-IN-039,Elkhart
US,US-IN,US-IN-041,Fayette
US,US-IN,US-IN-043,Floyd
US,US-IN,US-IN-045,Fountain
US,US-IN,US-IN-047,Franklin
US,US-IN,US-IN-049,Fulton
US,US-IN,US-IN-051,Gibson
US,US-IN,US-IN-053,Grant
US,US-IN,US-IN-055,Greene
US,US-IN,US-IN-057,Hamilton
US,US-IN,US-IN-059,Hancock
US,US-IN,US-IN-061,Harrison
US,US-IN,US-IN-063,Hendricks
US,US-IN,US-IN-065,Henry
US,US-IN,US-IN-067,Howard
US,US-IN,US-IN-069,Huntington
US,US-IN,US-IN-071,Jackson
US,US-IN,US-IN-073,Jasper
US,US-IN,US-IN-075,Jay
US,US-IN,US-IN-077,Jefferson
US,US-IN,US-IN-079,Jennings
US,US-IN,US-IN-081,Johnson
US,US-IN,US-IN-083,Knox
US,US-IN,US-IN-085,Kosciusko
US,US-IN,US-IN-087,LaGrange
US,US-IN,US-IN-089,Lake
US,US-IN,US-IN-091,LaPorte
US,US-IN,US-IN-093,Lawrence
US,US-IN,US-IN-095,Madison
US,US-IN,US-IN-097,Marion
US,US-IN,US-IN-099,Marshall
US,US-IN,US-IN-101,Martin
US,US-IN,US-IN-103,Miami
US,US-IN,US-IN-105,Monroe
US,US-IN,US-IN-107,Montgomery
US,US-IN,US-IN-109,Morgan
US,US-IN,US-IN-111,Newton
US,US-IN,US-IN-113,Noble
US,US-IN,US-IN-115,Ohio
US,US-IN,US-IN-117,Orange
US,US-IN,US-IN-119,Owen
US,US-IN,US-IN-121,Parke
US,US-IN,US-IN-123,Perry
US,US-IN,US-IN-125,Pike
US,US-IN,US-IN-127,Porter
US,US-IN,US-IN-129,Posey
US,US-IN,US-IN-131,Pulaski
US,US-IN,US-IN-133,Putnam
US,US-IN,US-IN-135,Randolph
US,US-IN,US-IN-137,Ripley
US,US-IN,US-IN-139,Rush
US,US-IN,US-IN-141,St. Joseph
US,US-IN,US-IN-143,Scott
US,US-IN,US-IN-145,Shelby
US,US-IN,US-IN-147,Spencer
US,US-IN,US-IN-149,Starke
US,US-IN,US-IN-151,Steuben
US,US-IN,US-IN-153,Sullivan
US,US-IN,US-IN-155,Switzerland
US,US-IN,US-IN-157,Tippecanoe
US,US-IN,US-IN-159,Tipton
US,US-IN,US-IN-161,Union
US,US-IN,US-IN-163,Vanderburgh
US,US-IN,US-IN-165,Vermillion
US,US-IN,US-IN-167,Vigo
US,US-IN,US-IN-169,Wabash
US,US-IN,US-IN-171,Warren
US,US-IN,US-IN-173,Warrick
US,US-IN,US-IN-175,Washington
US,US-IN,US-IN-177,Wayne
US,US-IN,US-IN-179,Wells
US,US-IN,US-IN-181,White
US,US-IN,US-IN-183,Whitley
US,US-KS,US-KS-001,Allen
US,US-KS,US-KS-003,Anderson
US,US-KS,US-KS-005,Atchison
US,US-KS,US-KS-007,Barber
US,US-KS,US-KS-009,Barton
US,US-KS,US-KS-011,Bourbon
US,US-KS,US-KS-013,Brown
US,US-KS,US-KS-015,Butler
US,US-KS,US-KS-017,Chase
